,English,Spanish
1830,"In other words, this is an important facet of public health protection, which is why we believe that Article 152 should be taken as the legal base, not Article 37, as proposed by the Commission.","Nos encontramos, por lo tanto, ante un elemento importante para la protección de la salud pública. Por esto, consideramos que se debería aplicar el fundamento jurídico del artículo 152 y no el del artículo 37, como propone la Comisión."
1831,Both institutions identify the most important areas where this idea should be applied.,Ambas instituciones identifican los ámbitos mayores en los que debe aplicarse este concepto.
1832,Allow me to give you a specific example to illustrate this.,Y voy a poner un ejemplo muy concreto para que quede claro.
1833,"Only, without transparency there will be no acceptance, indeed there can be no modernisation without transparency.","Sin embargo, sin transparencia no habrá aceptación y, por lo tanto, tampoco es posible una modernización sin transparencia."
1834,"The fact that the next round of Structural Funds 2000-2006 includes the INTERREG initiative is I believe, a very clear indication of the importance which is attached to it by national EU Member States.",Me parece que el hecho de que se haya incluido esta iniciativa en la siguiente partida de Fondos Estructurales 2000-2006 indica claramente la importancia que le conceden los Estados miembros nacionales.
1835,Most SMEs have in fact less than 30% of the market share.,"La mayoría de las PYME tienen, en realidad, menos del 30% de la cuota de mercado."
1836,"Honourable Member, I should just like to stress that both Denmark and numerous other Member States are having problems interpreting the directives and transposing them into national law.","- (EL) Señoría, lo que yo quiero resaltar es que tanto en Dinamarca como en muchos otros países hay problemas de interpretación de las directivas y de incorporación de las directivas al derecho nacional."
1837,"Mr President, in accordance with Article 69 (2), I call for referral back to committee.","Señor Presidente, de conformidad con el apartado 2 del artículo 69 solicito la devolución a la comisión."
1838,"Finally, we must ask ourselves: how did we come to be in this position?","Por último, habrá que hacerse por fuerza esta pregunta: ¿cómo se ha podido llegar a eso?"
1839,"We were also outraged, however, at the tolerance of the left for the tyranny, the terror and the excesses of the former USSR.","No obstante, también nos hemos sentido indignados por la tolerancia de la izquierda respecto a la tiranía, el terror y los excesos de la antigua URSS."
1840,"The Committee on Foreign Affairs, Human Rights, Common Security and Defence Policy would advise you to release the EUR 35 million, and this piece of advice is given because this money can truly benefit those in need.","La Comisión de Asuntos Exteriores, Derechos Humanos, Seguridad Común y Política de Defensa les recomienda librar los 35 millones de euros."
1841,Where is the beef?,¿Dónde está la carne?
1842,"Firstly, I would like to pay tribute to the mayors and local representatives who, on a daily basis, have had to reassure their constituents, organise volunteers and cooperate with the public services.","En primer lugar, quiero felicitar a todos mis colegas alcaldes, representantes locales, que en el plano cotidiano han tenido que tranquilizar a la población, organizar la solidaridad, cooperar con los servicios públicos."
1843,Our attention is no longer focused exclusively on internal borders but also on external ones.,Ya no centran nuestra atención tan sólo las fronteras internas sino también las externas.
1844,The Members of Parliament from the Lutte Ouvrière Party shall not be voting in favour of these reports on European competition policy.,. (FR) Los elegidos de la lucha obrera no votarán a favor de estos informes sobre la política de competencia europea.
1845,"Beyond this, we have concerns that the ""flexibility"" or enhanced cooperation suggestion is not appropriate at present.","Más allá de esto, nos tememos que la ""flexibilidad"" o la cooperación reforzada no sea apropiada en este momento."
1846,"Youth, education and cultural policies are important tools for creating these values, for giving the citizens confidence in the European Union and making it credible in their eyes.","Las políticas en materia de juventud, educación y cultura constituyen un instrumento importante para garantizar el respeto de estos valores, para garantizar la confianza de los ciudadanos en la Unión Europea y para garantizar la credibilidad de la Unión Europea ante los ciudadanos."
1847,"These are major disasters, we should have an instrument, we do not have it.","Ésos son desastres importantes y deberíamos contar con un instrumento, que no tenemos."
1848,These are the modern means to be used.,Vamos a utilizar todos esos medios modernos.
