,English,German
2301,"I agree with previous speakers who have said that the polluter should pay, and this proposal expresses that idea very well.","Ich pflichte meinen Vorrednern bei, wenn sie sagen, daß das Verursacherprinzip gelten muß, was nie besser als in diesem Vorschlag zum Ausdruck kam."
2302,"Do you really believe that, if we could, Parliament would permit labelling to be left off feedingstuff additives within the European Union?","Glauben Sie wirklich, daß das Parlament - wenn wir jetzt diese Möglichkeit haben - es zulassen kann, daß diese Kennzeichnung innerhalb der Europäischen Union bei den Futtermittelzusatzstoffen nicht durchgesetzt wird?"
2303,"Reference was made earlier on in the debate to the fact that some thought should be given to the millions of people who work in the car industry in various countries and to those countries which have large car industries, for example my own country, Sweden.","In der heutigen Aussprache wurde darauf hingewiesen, daß man die Millionen Menschen, die in der Autoindustrie Arbeit finden, ebensowenig vergessen darf wie die Länder mit einer stark entwickelten Automobilindustrie, wie z. B. mein Heimatland Schweden."
2304,The Commission and Member States also have to be encouraged to support projects which can help develop understanding and partnership between the different nations in the region.,"Die Kommission und die Mitgliedstaaten müssen ebenfalls ermuntert werden, Projekte zu unterstützen, mit deren Hilfe gegenseitiges Verständnis und Partnerschaft zwischen den verschiedenen Völkern der Region hergestellt werden können."
2305,The European Union will continue discussions on preparations for the 56th session of the Human Rights Commission at the next meeting of the Human Rights Group in March.,Die Europäische Union wird die Debatten über die Vorbereitung der 56. Sitzung der Menschenrechtskommission auf der nächsten Tagung der Menschenrechtsgruppe im März fortführen.
2306,"Unfortunately, the positions taken by the Commission and the Council, or at least the presidency, are more than just a hair' s breadth apart; this is serious, especially in the light of the Council' s macho position on Austria.","Leider weichen die Standpunkte der Kommission und des Rates oder jedenfalls der Präsidentschaft erheblich voneinander ab, und das halte ich für gravierend, vor allem angesichts der starken Worte von seiten des Rates zum Thema Österreich."
2307,The idea of a European Public Prosecutor on the continental inquisitorial model with overriding jurisdiction throughout EU territories would have a major impact on the traditional systems both in Ireland and the UK.,Eine dem kontinentaleuropäischen Untersuchungsgrundsatz verpflichtete europäische Staatsanwaltschaft mit dem nationalen Recht übergeordneten europaweiten Entscheidungsbefugnissen würde sich nachhaltig auf das traditionelle System in Irland wie auch im Vereinigten Königreich auswirken.
2308,"Secondly, I should like the phasing out of noxious materials to be carried out consistently.",Zweitens muß die schrittweise Ausschaltung gefährlicher Stoffe konsequent erfolgen.
2309,I can show you a copy if you wish.,Ich zeige Ihnen gern die Kopie.
2310,"Granted this, the new Intergovernmental Conference must not fail to include in its agenda issues which, properly addressed, would ensure the correct operation of all and not just some of the European Union' s institutions.","Insofern kann es nicht angehen, daß Fragen, deren Lösung das reibungslose Funktionieren aller und nicht nur bestimmter Organe der Europäischen Union gewährleisten würde, von der Agenda der Regierungskonferenz ausgeschlossen bleiben."
2311,"The Commission can approve 72 of the 108 amendments, either in their entirety, partially or in principle.","Die Kommission kann 72 der 108 Änderungsanträge ganz, teilweise oder prinzipiell gutheißen."
2312,Has the Greek Government introduced any changes so as to extend the scope of partnership arrangements to the local authorities and other representative bodies?,"Hat der griechische Staat für eine Veränderung bei den Verfahren gesorgt, damit die partnerschaftliche Beziehung insbesondere gegenüber den örtlichen Behörden und anderen repräsentativen Gremien erweitert wird?"
2313,Question No 8 by (H-0042/00):,Anfrage Nr. 8 von (H-0042/00):
2314,All those involved were particularly moved by the enlargement to Namibia and South Africa.,"Insbesondere die Erweiterung um Namibia und Südafrika hat alle, die daran Anteil genommen haben, sehr bewegt."
2315,"For example, the agreement is particularly disappointing for those ACP countries suffering from short-term fluctuations in export earnings.","So ist das Abkommen zum Beispiel besonders für die AKP-Staaten enttäuschend, deren Ausfuhrerlöse kurzzeitigen Schwankungen unterliegen."
2316,"Mr President, Commissioners, when this House is called upon to debate human rights it is taking a chance, if you will, that is reinforced by the conditions that prevail when we are called upon to discuss such a crucial issue.","Herr Präsident, verehrte Mitglieder der Kommission, wenn dieses Hohe Haus aufgerufen ist, über das Thema Menschenrechte nachzudenken, geht es ein ernstes Risiko ein, das, wenn Sie so wollen, auch durch das Klima, in welchem wir über dieses so wichtige Thema diskutieren sollen, verdeutlicht wird."
2317,"The Lisbon European Council is trying to take a new approach to the question of social exclusion and the link between social exclusion and the information society, economic policy and reforms.","Auf dem Europäischen Rat von Lissabon soll versucht werden, einen neuen Ansatz in der Frage der sozialen Ausgrenzung bzw. des Zusammenhangs zwischen sozialer Ausgrenzung und Informationsgesellschaft sowie der Wirtschaftspolitik und den Reformen zu finden."
2318,"Mr President, I feel that the guidelines for the Community EQUAL initiative, especially the four actions described in it, will result both in complicated bureaucracy and, paradoxically, a non-transparent structure.","Herr Präsident, die Leitlinien für die Gemeinschaftsinitiative EQUAL, insbesondere die darin festgelegten vier Aktionen, führen meiner Ansicht nach zu einem sehr komplizierten, bürokratischen, paradoxerweise jedoch auch intransparenten Gebilde."
2319,The Commission must of course provide full disclosure and transparency concerning the selection criteria used for the new urban initiatives but it must also disclose the consultancy networks which are being used to deliver the exchange of good practice.,"Hinsichtlich der Auswahlkriterien für die neuen URBAN-Initiativen muß die Kommission natürlich in vollem Umfang Offenlegung und Transparenz gewährleisten, daneben sollte sie auch die Konsultationsnetze offenlegen, die für den Austausch beispielhafter Vorgehensweisen herangezogen werden."
2320,And the Commission should be able to refuse new tasks if it does not also get the extra staff it needs.,"Die Kommission muß außerdem die Möglichkeit haben, neue Aufgaben abzulehnen, wenn ihr dafür kein zusätzliches Personal zur Verfügung gestellt wird."
2321,The Commission is of the view that it is premature to amend the rules currently laid down by Directive 70/524 on genetically modified additives at this stage.,"Die Kommission vertritt den Standpunkt, daß die Zeit für eine Änderung der in Richtlinie 70/524 zu gentechnisch veränderten Zusatzstoffen vorgesehenen Regelungen noch nicht reif ist."
2322,"What message can we send to the fishermen of Europe, and their families, and the fishing industries, both the extractive and processing and marketing industries, and the related and secondary industries which depend on fishing in so many European ports, in so many European regions, in most cases peripheral regions, who rightly demand that this problem be dealt with as a priority?","Welche Botschaft können wir den Fischern Europas, ihren Familien und den Fischfang-, Fischverarbeitungs- und Fischvermarktungsbetrieben, der mit der Fischerei verbundenen Industrie und der Zulieferindustrie geben, die in soundsovielen europäischen Häfen und soundsovielen europäischen Regionen, zumal in der großen Mehrheit in Randlage, vom Fischfang abhängig sind? Sie fordern mit Recht, daß ein Hauptaugenmerk auf dieses Problem gelegt wird."
2323,"For example, at least in the countries which I know well, I doubt that the intention, repeated three or four times in the Commission document, to reform 'Europe' s social protection, health care and pension systems ...in a climate of more cautious public spending' will meet the needs of those whose confidence we apparently want to win back.","So bezweifle ich z. B., daß - zumindest in den Ländern, die ich gut kenne - die drei- oder viermal im Kommissionsdokument wiederholte Absicht, ""die Reform des sozialen Schutzes, der Gesundheitsfürsorge und der Rentensysteme zu fördern ... (und zwar) in einem Klima zurückhaltenderer Staatsausgaben, "" den Erwartungen der Menschen entspricht, deren Vertrauen wir zurückgewinnen wollen."
