,English,Dutch
711,I am not so sure that our Dutch Members will be reassured on the grounds that the Irish Members too are unable to receive a national channel.,Ik ben er niet van overtuigd dat onze Nederlandse collega's hier genoegen mee zullen nemen. Onze Ierse collega's zijn immers ook niet in staat een nationale zender te ontvangen.
712,"This is not in order to limit or be stingy with our financial contribution to Kosovo but, quite the contrary, to ensure that our contribution is being matched by the contributions of other donors.","Wij willen onze steun aan Kosovo niet verminderen, maar ervoor zorgen dat deze boven op die van andere donateurs komt."
713,They cover the prospect of the establishment of a free trade area between the European Union and them within ten years of the entry into force of the agreement.,De richtsnoeren behelzen voorts de mogelijkheid van een vrijhandelszone tussen de Europese Unie en FYROM die binnen tien jaar na de inwerkingtreding van de overeenkomst een feit zou kunnen zijn.
714,"This is a positive move and we welcome it, but I believe we need to equip the individuals concerned with an instrument and with strategy planning for what they are actually going to have to prepare, for elections are planned for the autumn.","Dat verheugt ons, maar die raad moet ook over een instrument en een strategie kunnen beschikken om zijn doelstellingen te kunnen bereiken. In de herfst zijn immers verkiezingen gepland."
715,"We have no problem, Mr Newton Dunn, in repeating this information to you in writing, but we will not be able to go any further than what has been said here, because that meets the requirements of the Treaty exactly.","Wij willen u dit zeker schriftelijk bevestigen, maar wij kunnen niet verder gaan dan hetgeen wij al hebben gezegd, aangezien dat volkomen in overeenstemming is met de eisen van het Verdrag."
716,"Madam President, Representative of the Council, Commissioner, a week ago, the big international Holocaust Conference ended in Stockholm.","Mevrouw de Voorzitter, vertegenwoordiger van de Raad, mijnheer de commissaris, een week geleden werd het grote internationale holocaust-congres in Stockholm afgesloten."
717,"I know from my own experience in Amsterdam that it is extremely important and useful, and that it will not just be limited to technical details.",Ze zijn buitengewoon belangrijk en nuttig om tot een resultaat te komen dat van vergelijkbaar niveau is met hetgeen in Amsterdam is bewerkstelligd. Het gaat hierbij niet uitsluitend om technische verduidelijkingen.
718,We have reached an agreement with all the parties involved.,Wij hebben een akkoord gemaakt met al degenen die betrokken zijn bij deze zaak.
719,"Another matter we would like to address, specifically from the point of view of industrial policy, is that we would have liked the Commission to pay more attention to the effects of services, electronic commerce and the growing use of the Internet, when they were planning the coordination of Structural Funds and Cohesion Funds.","Een tweede punt waar wij vooral vanuit het oogpunt van de industrie de aandacht aan willen schenken, is dat wij zouden willen zien dat de Commissie, wanneer zij de coördinatie van het Cohesiefonds en de structuurfondsen voorbereidt, meer aandacht schenkt aan het effect van het toenemende gebruik van diensten, elektronische handel en het Internet."
720,"Although action plans established by the high-level working group aim to limit migratory flows in the future, these plans do nothing to improve human rights, civil liberties and the economic situation in the countries concerned.","In zijn actieplan stelt de werkgroep op hoog niveau voor om de immigratiestroom in de toekomst in te perken, maar in dit plan staat niet vermeld hoe de mensenrechtensituatie, de openbare vrijheden en de economie in de betrokken landen verbeterd kunnen worden."
721,"The following principle applies: He who prepares decisions, in this case the Council apparatchiks, anticipates the decisions, which is why the Council apparatchiks should demonstrate more democratic spirit.",Hier geldt het principe dat wie beslissingen voorbereidt - en dat doet het ambtenarenapparaat van de Raad - al op die beslissingen vooruitloopt. Daarom moet het ambtenarenapparaat van de Raad een beetje meer de moed tonen om de democratie te respecteren.
722,"Our internal borders, or what remains of them, no longer cause wars, but they do continue to generate economic backwardness, social barriers and a lack of cultural communication between the peoples of Europe.","Onze binnengrenzen, of wat daar nog van over is, vormen inmiddels geen bron meer van oorlogen, maar zij produceren nog wel steeds economische achterstand, sociale barrières en gebrek aan culturele communicatie tussen de volkeren van Europa."
723,He has led efforts to end provision for Austria' s Slovene-speaking minority and assistance to immigrants.,Hij heeft zich ingezet om een einde te maken aan de hulp voor migranten en de faciliteiten die de Sloveenstalige minderheid van Oostenrijk genoot.
724,"I would also like to fully support his comments on the need to allow the regions - such as the Basque Country, which I represent - a margin for action, by virtue of the principle of subsidiarity.","Ik sta volledig achter zijn opmerking dat de regio's - zoals Baskenland, dat ik vertegenwoordig - op grond van het subsidiariteitsbeginsel een zekere speelruimte moeten hebben."
725,The problems remain and this gives rise to doubts.,"De problemen die er liggen, liggen er nog steeds en dan begint de twijfel te rijzen."
726,"As a new Member of the European Parliament, it has been very interesting and instructive for me to be given responsibility for this important matter.",Als nieuw lid van het Europees Parlement was het zeer interessant en leerzaam voor mij om met deze belangrijke taak belast te zijn.
727,We have tried to defend peace by taking military action.,We hebben met militaire middelen getracht ons voor de vrede in te zetten.
728,The FVO is made up of independent scientists and vets and so on who travel from some location where there is an airport - quite clearly we have an airport in Dublin.,"Het Voedsel- en Veterinair Bureau bestaat uit onafhankelijke wetenschappers en dierenartsen die moeten reizen vanuit een plaats waar een vliegveld is, en dat is in Dublin duidelijk het geval."
729,"I shall summarise two of those highlighted by the rapporteur, one positive and one negative.",Ik zal kort ingaan op twee conclusies die ook al genoemd zijn door de rapporteur en waarvan er één positief is en één negatief.
730,"In addition, amendments which ban the transfer of water from one hydrological basin to another would condemn many areas in my country to water shortage.","Ook zijn er amendementen waarin gevraagd wordt om een verbod op de overbrenging van water van het ene stroonmgebied naar het andere. Als we die aannamen, zouden wij heel veel gebieden in Griekenland zonder water laten zitten."
731,Nevertheless the Conservatives voted against this in the committee.,Toch hebben de conservatieven er in de commissie tegen gestemd.
732,We must put a stop to this trend. We must begin by writing off debts.,We moeten deze trend doorbreken door het kwijtschelden van de schulden.
733,"In fact, over the last decade, the temperature has risen more than in the rest of the century.",De laatste tien jaar is de temperatuur zelfs meer gestegen dan in de rest van de eeuw.
734,"But now I call on you, in all consciousness, to help put a stop to speculative financial transactions and undermining long-term projects with long-term capital.","Nu roep ik u heel bewust op een bijdrage te leveren om de financiële speculatie een halt toe te roepen, om nu eindelijk eens langetermijnprojecten met langetermijnkapitaal te ondersteunen."
